Fault_ID,Timestamp,Plant_ID,Equipment_ID,Fault_Type,Severity,Response_Time_Min,Resolution_Time,Downtime_Min,Energy_Loss_kWh,Cost_Loss_USD
234,2025-12-06 15:45:00,15,EQ-00402,AC Fault,Low,48,2025-12-06 22:52:00,427,160.6,25.75
235,2025-07-17 04:45:00,9,EQ-00218,Breaker Trip,Low,18,2025-07-17 12:06:00,441,349.18,47.11
236,2025-06-20 15:45:00,19,EQ-00495,Over Voltage,Low,16,2025-06-20 23:39:00,474,364.63,44.42
237,2025-09-03 15:15:00,2,EQ-00053,Grid Outage,Low,17,2025-09-03 19:56:00,281,213.74,17.64
238,2025-11-26 21:45:00,9,EQ-00223,AC Fault,Low,51,2025-11-26 23:01:00,76,333.08,48.81
239,2025-08-17 23:45:00,14,EQ-00366,Under Voltage,High,59,2025-08-18 03:08:00,203,488.68,70.39
240,2025-04-29 04:00:00,11,EQ-00295,DC Fault,High,31,2025-04-29 04:52:00,52,160.0,27.25
241,2025-02-25 11:15:00,8,EQ-00211,Under Voltage,Low,53,2025-02-25 17:07:00,352,147.04,16.07
242,2025-05-05 02:15:00,17,EQ-00438,AC Fault,High,55,2025-05-05 09:27:00,432,277.05,33.17
243,2025-02-14 02:00:00,20,EQ-00514,DC Fault,Low,26,2025-02-14 09:28:00,448,156.91,13.38
244,2025-02-23 17:30:00,2,EQ-00036,Transformer Overheating,Low,48,2025-02-23 23:07:00,337,101.65,9.65
245,2025-03-09 05:15:00,4,EQ-00101,Communication Loss,Critical,51,2025-03-09 05:57:00,42,239.13,23.5
246,2025-02-24 22:00:00,7,EQ-00188,Inverter Failure,Medium,19,2025-02-24 22:24:00,24,253.83,34.94
247,2025-11-30 03:15:00,17,EQ-00444,Low Irradiance,Medium,39,2025-11-30 03:50:00,35,409.18,60.91
248,2025-01-21 15:15:00,9,EQ-00231,Under Voltage,Low,16,2025-01-21 21:00:00,345,448.81,60.81
249,2025-06-27 21:00:00,13,EQ-00330,DC Fault,Low,23,2025-06-28 01:52:00,292,439.23,45.39
250,2025-01-18 11:45:00,18,EQ-00479,Low Irradiance,High,9,2025-01-18 15:08:00,203,333.32,34.69
251,2025-07-29 08:45:00,1,EQ-00027,Grid Outage,Low,42,2025-07-29 13:27:00,282,250.13,40.91
252,2025-10-26 20:30:00,3,EQ-00063,Low Irradiance,Medium,46,2025-10-26 22:17:00,107,358.59,46.21
253,2025-08-09 11:00:00,19,EQ-00490,AC Fault,Medium,47,2025-08-09 16:38:00,338,324.36,42.91
254,2025-12-18 00:30:00,18,EQ-00479,Communication Loss,Low,12,2025-12-18 06:52:00,382,103.09,17.95
255,2025-12-12 01:00:00,17,EQ-00459,DC Fault,Medium,24,2025-12-12 08:32:00,452,299.22,30.04
256,2025-01-09 08:15:00,7,EQ-00167,Transformer Overheating,Low,31,2025-01-09 12:51:00,276,213.36,23.92
257,2025-04-28 18:30:00,18,EQ-00474,Under Voltage,Low,59,2025-04-28 22:42:00,252,273.81,24.06
258,2025-01-16 01:30:00,11,EQ-00279,Inverter Failure,Medium,57,2025-01-16 03:22:00,112,391.72,62.48
259,2025-07-31 20:15:00,7,EQ-00183,DC Fault,Low,31,2025-07-31 20:57:00,42,287.83,46.49
260,2025-03-30 21:30:00,8,EQ-00193,Over Voltage,High,49,2025-03-30 23:58:00,148,179.37,31.81
261,2025-07-09 16:00:00,20,EQ-00519,DC Fault,Low,9,2025-07-09 18:08:00,128,260.01,44.39
262,2025-09-14 00:00:00,15,EQ-00390,Breaker Trip,Critical,16,2025-09-14 02:35:00,155,91.49,15.31
263,2025-03-09 20:00:00,13,EQ-00329,Transformer Overheating,Low,5,2025-03-10 03:46:00,466,448.47,56.21
264,2025-04-06 22:00:00,8,EQ-00203,Under Voltage,Low,35,2025-04-07 05:04:00,424,95.17,13.8
265,2025-11-26 07:00:00,11,EQ-00286,Low Irradiance,Medium,16,2025-11-26 13:22:00,382,481.34,85.65
266,2025-12-29 10:30:00,8,EQ-00200,Over Voltage,Low,51,2025-12-29 17:52:00,442,307.94,44.01
267,2025-06-19 15:45:00,11,EQ-00281,Low Irradiance,Medium,52,2025-06-19 20:53:00,308,113.5,13.12
268,2025-07-18 18:30:00,13,EQ-00343,DC Fault,Low,7,2025-07-18 23:49:00,319,481.49,44.69
269,2025-03-01 15:00:00,15,EQ-00384,Communication Loss,Low,38,2025-03-01 22:32:00,452,135.77,18.19
270,2025-07-24 18:00:00,2,EQ-00034,DC Fault,Critical,32,2025-07-25 01:46:00,466,265.68,34.35
271,2025-07-18 18:15:00,16,EQ-00431,DC Fault,High,23,2025-07-19 01:14:00,419,150.37,22.8
272,2025-07-10 20:30:00,5,EQ-00125,Under Voltage,Medium,36,2025-07-10 22:44:00,134,371.82,38.81
273,2025-10-14 14:15:00,16,EQ-00424,Inverter Failure,Low,50,2025-10-14 18:12:00,237,323.82,49.39
274,2025-09-07 05:30:00,6,EQ-00161,Over Voltage,High,6,2025-09-07 07:34:00,124,302.43,34.33
275,2025-01-02 12:15:00,8,EQ-00201,Communication Loss,Low,15,2025-01-02 19:40:00,445,353.11,44.81
276,2025-11-02 16:45:00,1,EQ-00004,Low Irradiance,Low,21,2025-11-02 21:05:00,260,297.26,42.69
277,2025-12-28 22:45:00,12,EQ-00314,Transformer Overheating,Medium,9,2025-12-28 22:59:00,14,266.62,32.83
278,2025-07-31 05:15:00,8,EQ-00207,Under Voltage,High,39,2025-07-31 10:49:00,334,421.95,53.04
279,2025-10-19 02:00:00,18,EQ-00476,Transformer Overheating,Medium,6,2025-10-19 04:25:00,145,148.96,19.52
280,2025-10-15 02:45:00,10,EQ-00253,DC Fault,Medium,46,2025-10-15 03:27:00,42,106.99,18.67
281,2025-10-31 21:45:00,11,EQ-00290,Under Voltage,Low,36,2025-11-01 01:16:00,211,226.83,33.34
282,2025-05-26 15:15:00,2,EQ-00039,Low Irradiance,Medium,51,2025-05-26 20:30:00,315,203.74,16.75
283,2025-01-09 15:30:00,19,EQ-00498,AC Fault,Low,5,2025-01-09 20:14:00,284,276.54,33.26
284,2025-02-19 09:15:00,13,EQ-00347,Low Irradiance,Medium,43,2025-02-19 15:31:00,376,381.14,53.03
285,2025-07-14 22:30:00,10,EQ-00256,Breaker Trip,Low,33,2025-07-15 01:17:00,167,329.88,31.1
286,2025-04-21 17:00:00,19,EQ-00489,Under Voltage,Low,37,2025-04-21 23:33:00,393,340.02,29.55
287,2025-06-13 23:45:00,10,EQ-00252,Transformer Overheating,Low,15,2025-06-14 07:35:00,470,324.28,33.09
288,2025-06-17 18:45:00,12,EQ-00305,Inverter Failure,Low,16,2025-06-17 21:55:00,190,269.8,45.23
289,2025-11-24 06:15:00,17,EQ-00459,Grid Outage,Low,29,2025-11-24 07:31:00,76,267.95,40.14
290,2025-06-11 07:15:00,4,EQ-00085,Inverter Failure,Low,30,2025-06-11 12:10:00,295,375.31,63.1
291,2025-11-15 09:15:00,11,EQ-00285,DC Fault,Low,50,2025-11-15 13:02:00,227,389.42,36.07
292,2025-03-13 05:30:00,18,EQ-00482,Transformer Overheating,Low,54,2025-03-13 12:39:00,429,318.09,32.65
293,2025-07-05 09:30:00,16,EQ-00414,Over Voltage,Low,52,2025-07-05 14:54:00,324,247.09,25.37
294,2025-11-23 06:45:00,4,EQ-00093,Grid Outage,Medium,44,2025-11-23 10:42:00,237,416.28,58.2
295,2025-09-09 01:00:00,16,EQ-00423,Inverter Failure,Critical,27,2025-09-09 04:26:00,206,104.92,12.35
296,2025-08-13 08:00:00,2,EQ-00043,Inverter Failure,Medium,54,2025-08-13 12:04:00,244,98.71,12.37
297,2025-06-14 15:30:00,20,EQ-00537,DC Fault,Medium,56,2025-06-14 16:39:00,69,321.3,26.25
298,2025-08-30 22:30:00,8,EQ-00215,Breaker Trip,Low,50,2025-08-31 01:55:00,205,213.14,18.6
299,2025-11-23 18:45:00,17,EQ-00435,Low Irradiance,Low,16,2025-11-24 01:08:00,383,196.06,16.23
300,2025-09-04 06:30:00,18,EQ-00483,AC Fault,Low,48,2025-09-04 08:08:00,98,472.51,51.56
301,2025-05-13 10:00:00,10,EQ-00264,DC Fault,High,32,2025-05-13 16:34:00,394,192.08,25.29
302,2025-08-21 17:45:00,9,EQ-00237,Low Irradiance,Low,45,2025-08-21 23:52:00,367,71.18,12.68
303,2025-11-02 23:15:00,8,EQ-00191,Grid Outage,High,42,2025-11-03 05:58:00,403,111.5,9.53
304,2025-02-18 00:15:00,15,EQ-00385,DC Fault,Low,27,2025-02-18 03:30:00,195,256.54,23.95
305,2025-10-22 02:00:00,10,EQ-00264,Low Irradiance,Critical,38,2025-10-22 02:12:00,12,245.63,28.07
306,2025-06-03 14:45:00,18,EQ-00470,Inverter Failure,Low,35,2025-06-03 18:44:00,239,466.43,52.14
307,2025-03-19 01:00:00,1,EQ-00024,Grid Outage,Medium,17,2025-03-19 01:43:00,43,145.13,18.07
308,2025-12-30 00:00:00,7,EQ-00185,Grid Outage,Medium,32,2025-12-30 07:39:00,459,474.96,64.69
309,2025-12-08 09:00:00,11,EQ-00291,AC Fault,Medium,6,2025-12-08 13:58:00,298,302.18,24.43
310,2025-01-23 20:00:00,10,EQ-00270,Communication Loss,Medium,32,2025-01-23 23:47:00,227,80.25,7.02
311,2025-11-07 15:15:00,16,EQ-00415,AC Fault,Medium,7,2025-11-07 23:05:00,470,289.38,36.21
312,2025-10-20 02:00:00,5,EQ-00127,AC Fault,Low,45,2025-10-20 03:54:00,114,56.91,5.65
313,2025-04-14 02:15:00,3,EQ-00061,Over Voltage,Medium,34,2025-04-14 09:31:00,436,411.87,43.66
314,2025-10-30 07:30:00,7,EQ-00170,Low Irradiance,High,14,2025-10-30 11:32:00,242,479.38,48.54
315,2025-06-12 08:15:00,8,EQ-00214,Inverter Failure,High,11,2025-06-12 15:41:00,446,305.71,33.88
316,2025-05-17 15:00:00,4,EQ-00107,DC Fault,High,35,2025-05-17 19:55:00,295,476.38,49.68
317,2025-06-24 20:15:00,17,EQ-00453,Breaker Trip,Low,47,2025-06-24 22:38:00,143,57.79,6.04
318,2025-03-11 06:15:00,6,EQ-00157,Communication Loss,Low,37,2025-03-11 12:18:00,363,481.39,75.04
319,2025-11-24 04:45:00,5,EQ-00116,Breaker Trip,High,59,2025-11-24 11:54:00,429,40.97,6.14
320,2025-03-09 09:15:00,12,EQ-00321,Transformer Overheating,Low,29,2025-03-09 14:12:00,297,241.75,39.56
321,2025-04-14 22:00:00,3,EQ-00057,Over Voltage,Low,59,2025-04-15 04:44:00,404,289.43,51.44
322,2025-11-13 20:15:00,11,EQ-00297,Transformer Overheating,Medium,36,2025-11-13 22:45:00,150,447.12,50.54
323,2025-10-15 09:30:00,7,EQ-00170,DC Fault,Low,22,2025-10-15 14:27:00,297,51.2,7.97
324,2025-11-17 09:30:00,11,EQ-00275,Transformer Overheating,Medium,20,2025-11-17 10:42:00,72,240.25,26.91
325,2025-02-17 18:45:00,11,EQ-00297,Breaker Trip,Medium,31,2025-02-18 02:15:00,450,185.2,19.55
326,2025-05-08 15:30:00,11,EQ-00285,AC Fault,Medium,25,2025-05-08 21:12:00,342,404.27,70.29
327,2025-11-13 21:30:00,11,EQ-00287,Communication Loss,High,17,2025-11-13 23:22:00,112,236.58,19.73
328,2025-07-03 21:00:00,12,EQ-00315,AC Fault,Medium,18,2025-07-03 23:34:00,154,244.26,21.26
329,2025-10-16 09:45:00,12,EQ-00312,Communication Loss,Medium,7,2025-10-16 13:32:00,227,203.06,26.98
330,2025-11-05 08:15:00,13,EQ-00335,Over Voltage,Medium,37,2025-11-05 13:58:00,343,375.85,54.36
331,2025-02-03 19:30:00,15,EQ-00382,Inverter Failure,High,56,2025-02-04 01:25:00,355,228.61,39.5
332,2025-01-30 00:30:00,12,EQ-00323,Inverter Failure,Low,13,2025-01-30 05:03:00,273,340.89,48.87
333,2025-08-24 08:45:00,20,EQ-00514,Grid Outage,Medium,48,2025-08-24 13:32:00,287,151.11,19.26
334,2025-05-21 18:00:00,1,EQ-00012,DC Fault,Medium,11,2025-05-21 19:10:00,70,346.71,40.84
335,2025-04-05 10:30:00,7,EQ-00178,Breaker Trip,High,54,2025-04-05 15:47:00,317,167.31,20.91
336,2025-06-28 14:30:00,17,EQ-00440,Breaker Trip,High,9,2025-06-28 20:09:00,339,241.56,37.24
337,2025-02-27 04:45:00,12,EQ-00308,Over Voltage,Medium,57,2025-02-27 10:13:00,328,438.06,72.29
338,2025-03-23 07:30:00,13,EQ-00336,Low Irradiance,Low,18,2025-03-23 14:53:00,443,493.28,50.35
339,2025-06-04 11:00:00,14,EQ-00371,DC Fault,Medium,46,2025-06-04 18:27:00,447,23.58,2.2
340,2025-05-12 15:15:00,4,EQ-00103,Inverter Failure,Medium,59,2025-05-12 16:32:00,77,330.43,38.95
341,2025-05-21 12:15:00,16,EQ-00416,Under Voltage,Critical,14,2025-05-21 19:39:00,444,298.92,40.71
342,2025-04-02 09:00:00,8,EQ-00198,Under Voltage,Low,26,2025-04-02 14:48:00,348,229.75,30.45
343,2025-12-21 11:45:00,13,EQ-00326,Breaker Trip,Low,57,2025-12-21 16:01:00,256,132.62,20.08
344,2025-07-07 16:30:00,8,EQ-00194,Low Irradiance,Medium,13,2025-07-07 21:30:00,300,165.01,20.2
345,2025-04-23 17:15:00,17,EQ-00442,Grid Outage,Low,28,2025-04-23 19:33:00,138,151.43,19.29
346,2025-01-21 07:00:00,9,EQ-00241,Breaker Trip,Low,45,2025-01-21 12:48:00,348,252.03,26.81
347,2025-01-04 10:00:00,2,EQ-00035,Transformer Overheating,Medium,5,2025-01-04 17:16:00,436,451.0,39.36
348,2025-10-03 13:45:00,3,EQ-00072,Under Voltage,Medium,39,2025-10-03 16:46:00,181,38.11,3.69
349,2025-05-26 15:00:00,5,EQ-00122,Under Voltage,Low,50,2025-05-26 22:24:00,444,208.7,20.06
350,2025-11-01 13:15:00,17,EQ-00442,Communication Loss,Medium,26,2025-11-01 21:02:00,467,21.89,2.63
351,2025-11-27 21:00:00,10,EQ-00244,DC Fault,Low,25,2025-11-28 00:32:00,212,258.99,45.77
352,2025-10-27 01:45:00,1,EQ-00017,Under Voltage,High,6,2025-10-27 03:08:00,83,361.69,57.59
353,2025-08-16 02:00:00,4,EQ-00107,AC Fault,Low,50,2025-08-16 03:14:00,74,174.86,23.95
354,2025-03-02 23:30:00,15,EQ-00399,Inverter Failure,Medium,14,2025-03-03 00:17:00,47,315.9,43.65
355,2025-12-16 08:00:00,13,EQ-00340,Breaker Trip,High,59,2025-12-16 15:38:00,458,281.83,49.07
356,2025-04-27 04:30:00,18,EQ-00484,Over Voltage,Low,19,2025-04-27 07:09:00,159,226.91,39.69
357,2025-08-10 04:15:00,6,EQ-00139,Over Voltage,Low,6,2025-08-10 08:09:00,234,400.85,43.76
358,2025-04-10 18:00:00,11,EQ-00275,Communication Loss,Medium,54,2025-04-11 01:26:00,446,90.38,15.51
359,2025-11-05 17:00:00,12,EQ-00308,Under Voltage,Medium,21,2025-11-05 22:21:00,321,468.67,82.45
360,2025-04-30 10:15:00,10,EQ-00252,Communication Loss,Low,23,2025-04-30 15:27:00,312,292.79,49.76
361,2025-09-02 17:00:00,12,EQ-00311,Inverter Failure,Low,55,2025-09-02 23:28:00,388,367.78,55.15
362,2025-08-09 23:30:00,11,EQ-00285,Over Voltage,Medium,44,2025-08-10 05:20:00,350,175.86,15.5
363,2025-01-04 01:00:00,18,EQ-00463,Communication Loss,Critical,42,2025-01-04 04:42:00,222,52.32,4.19
364,2025-12-20 10:30:00,6,EQ-00158,DC Fault,Medium,14,2025-12-20 15:12:00,282,55.89,5.51
365,2025-07-24 16:15:00,1,EQ-00014,Low Irradiance,Medium,44,2025-07-24 16:53:00,38,95.62,13.98
366,2025-01-23 07:45:00,6,EQ-00147,Grid Outage,Critical,57,2025-01-23 15:26:00,461,104.23,15.99
367,2025-10-04 23:15:00,11,EQ-00291,Inverter Failure,Low,18,2025-10-05 05:08:00,353,326.43,53.03
368,2025-08-14 03:30:00,5,EQ-00134,Under Voltage,Low,37,2025-08-14 09:26:00,356,147.52,23.18
369,2025-04-02 11:30:00,12,EQ-00304,Breaker Trip,Low,24,2025-04-02 14:25:00,175,316.02,39.69
370,2025-09-18 06:15:00,9,EQ-00237,Breaker Trip,High,43,2025-09-18 09:18:00,183,449.39,72.03
371,2025-11-23 12:45:00,2,EQ-00051,Over Voltage,Low,32,2025-11-23 17:05:00,260,34.13,5.38
372,2025-02-08 07:45:00,5,EQ-00122,Breaker Trip,Medium,42,2025-02-08 11:16:00,211,110.59,15.33
373,2025-12-29 18:15:00,8,EQ-00209,Low Irradiance,Medium,57,2025-12-30 02:05:00,470,123.18,19.65
374,2025-12-15 05:30:00,8,EQ-00215,Grid Outage,Low,7,2025-12-15 10:23:00,293,341.62,59.24
375,2025-08-08 05:45:00,15,EQ-00398,Transformer Overheating,Medium,42,2025-08-08 08:39:00,174,289.34,48.39
376,2025-04-08 02:15:00,6,EQ-00144,Low Irradiance,Medium,7,2025-04-08 07:44:00,329,215.36,25.0
377,2025-01-07 04:00:00,2,EQ-00053,Over Voltage,Medium,44,2025-01-07 10:56:00,416,253.15,41.19
378,2025-06-06 20:00:00,2,EQ-00050,AC Fault,Low,11,2025-06-07 02:49:00,409,208.85,23.36
379,2025-02-04 21:15:00,16,EQ-00412,Communication Loss,Medium,20,2025-02-05 00:15:00,180,201.8,35.1
380,2025-04-01 16:00:00,18,EQ-00464,AC Fault,Medium,58,2025-04-01 17:14:00,74,309.07,30.55
381,2025-04-07 17:00:00,7,EQ-00166,Breaker Trip,Low,29,2025-04-07 22:28:00,328,466.12,64.06
382,2025-07-18 09:30:00,13,EQ-00327,Low Irradiance,Low,17,2025-07-18 17:03:00,453,46.98,5.08
383,2025-08-09 03:30:00,20,EQ-00538,Low Irradiance,Medium,42,2025-08-09 04:13:00,43,274.25,27.54
384,2025-05-12 11:00:00,1,EQ-00013,AC Fault,Low,55,2025-05-12 14:41:00,221,232.87,37.87
385,2025-11-02 16:30:00,20,EQ-00532,Communication Loss,Low,9,2025-11-02 23:07:00,397,352.36,45.38
386,2025-01-28 05:30:00,20,EQ-00533,Transformer Overheating,Medium,20,2025-01-28 10:04:00,274,413.38,68.22
387,2025-05-18 03:45:00,9,EQ-00243,Grid Outage,Low,26,2025-05-18 06:28:00,163,345.46,32.93
388,2025-07-21 23:45:00,18,EQ-00479,Over Voltage,Low,18,2025-07-22 06:40:00,415,218.99,18.82
389,2025-08-03 13:30:00,13,EQ-00350,AC Fault,High,12,2025-08-03 15:55:00,145,444.49,51.39
390,2025-11-16 01:15:00,6,EQ-00158,Communication Loss,Low,27,2025-11-16 07:32:00,377,83.16,12.08
391,2025-06-23 20:45:00,8,EQ-00194,AC Fault,Medium,33,2025-06-23 21:31:00,46,227.13,37.03
392,2025-06-22 02:00:00,3,EQ-00055,Breaker Trip,Low,16,2025-06-22 05:09:00,189,50.79,4.31
393,2025-04-23 23:00:00,14,EQ-00352,Over Voltage,High,43,2025-04-24 00:30:00,90,485.36,60.43
394,2025-11-23 20:30:00,11,EQ-00277,AC Fault,High,59,2025-11-24 03:05:00,395,317.54,43.44
395,2025-09-23 02:45:00,20,EQ-00526,Grid Outage,Low,56,2025-09-23 08:16:00,331,396.56,54.0
396,2025-10-21 13:00:00,20,EQ-00535,Under Voltage,Low,15,2025-10-21 19:57:00,417,341.02,44.87
397,2025-04-20 16:30:00,9,EQ-00236,Communication Loss,Low,47,2025-04-20 17:44:00,74,56.57,7.32
398,2025-01-15 16:15:00,2,EQ-00034,Communication Loss,Critical,56,2025-01-15 16:44:00,29,149.01,26.67
399,2025-05-18 15:30:00,6,EQ-00158,Breaker Trip,Low,49,2025-05-18 21:25:00,355,115.87,19.14
400,2025-04-24 16:30:00,11,EQ-00281,Over Voltage,Low,18,2025-04-24 21:25:00,295,391.0,44.26
401,2025-02-07 04:30:00,4,EQ-00092,Transformer Overheating,Medium,29,2025-02-07 08:03:00,213,160.34,26.64
402,2025-06-19 00:15:00,16,EQ-00422,Communication Loss,Low,18,2025-06-19 02:06:00,111,390.89,36.51
403,2025-11-06 07:45:00,20,EQ-00515,Breaker Trip,Low,19,2025-11-06 10:22:00,157,250.11,24.76
404,2025-05-10 23:00:00,6,EQ-00161,Breaker Trip,Medium,47,2025-05-11 02:35:00,215,69.54,11.49
405,2025-11-02 05:15:00,17,EQ-00444,AC Fault,Low,33,2025-11-02 11:44:00,389,45.74,7.46
406,2025-12-03 19:30:00,17,EQ-00451,Breaker Trip,Low,27,2025-12-03 23:34:00,244,285.33,37.57
407,2025-12-09 02:15:00,18,EQ-00479,Communication Loss,Low,13,2025-12-09 04:59:00,164,434.38,47.65
408,2025-05-09 07:45:00,15,EQ-00388,Communication Loss,High,27,2025-05-09 09:44:00,119,352.57,42.39
409,2025-07-04 15:45:00,11,EQ-00296,AC Fault,Medium,28,2025-07-04 18:48:00,183,325.93,26.5
410,2025-11-02 11:30:00,6,EQ-00145,Communication Loss,Medium,33,2025-11-02 18:42:00,432,320.26,53.55
411,2025-02-02 18:30:00,18,EQ-00473,Breaker Trip,Medium,8,2025-02-02 21:25:00,175,21.17,3.8
412,2025-08-28 19:30:00,3,EQ-00081,AC Fault,Medium,50,2025-08-28 21:32:00,122,431.3,43.73
413,2025-01-21 21:15:00,7,EQ-00175,Grid Outage,Medium,16,2025-01-22 00:34:00,199,171.45,28.17
414,2025-01-05 21:00:00,18,EQ-00463,Grid Outage,Low,27,2025-01-06 03:13:00,373,349.41,58.61
415,2025-12-24 03:00:00,1,EQ-00004,Communication Loss,Critical,32,2025-12-24 04:44:00,104,196.31,21.92
416,2025-01-16 13:30:00,16,EQ-00411,Under Voltage,High,13,2025-01-16 20:51:00,441,483.23,47.35
417,2025-11-03 03:00:00,17,EQ-00450,Transformer Overheating,Medium,5,2025-11-03 03:50:00,50,333.86,44.16
418,2025-12-17 06:30:00,3,EQ-00077,Over Voltage,High,37,2025-12-17 11:30:00,300,376.31,33.48
419,2025-08-05 13:15:00,16,EQ-00412,Breaker Trip,High,40,2025-08-05 21:08:00,473,63.63,5.63
420,2025-08-02 10:30:00,9,EQ-00224,Grid Outage,Low,18,2025-08-02 18:06:00,456,386.37,36.97
421,2025-11-04 06:15:00,10,EQ-00246,Grid Outage,Low,18,2025-11-04 06:30:00,15,394.89,58.91
422,2025-06-05 20:00:00,19,EQ-00499,Under Voltage,Medium,8,2025-06-05 22:28:00,148,226.2,34.47
423,2025-05-28 07:00:00,13,EQ-00338,Inverter Failure,High,10,2025-05-28 08:50:00,110,409.67,55.87
424,2025-10-25 22:00:00,12,EQ-00310,Transformer Overheating,Low,19,2025-10-25 22:56:00,56,190.24,33.04
425,2025-01-22 21:15:00,7,EQ-00167,DC Fault,Low,35,2025-01-22 21:50:00,35,423.22,37.71
426,2025-08-26 22:45:00,5,EQ-00111,Low Irradiance,Low,50,2025-08-27 05:10:00,385,465.25,52.57
427,2025-04-17 00:15:00,3,EQ-00063,Breaker Trip,Medium,20,2025-04-17 06:49:00,394,346.0,51.25
428,2025-01-17 21:00:00,17,EQ-00437,Under Voltage,Medium,32,2025-01-18 04:43:00,463,224.02,21.6
429,2025-10-14 08:30:00,20,EQ-00529,Over Voltage,High,6,2025-10-14 15:17:00,407,210.9,24.85
430,2025-06-29 01:30:00,4,EQ-00087,Communication Loss,Medium,21,2025-06-29 03:13:00,103,440.21,71.61
431,2025-03-15 14:30:00,9,EQ-00228,Communication Loss,Low,21,2025-03-15 18:15:00,225,321.8,56.25
432,2025-10-25 23:45:00,4,EQ-00090,Breaker Trip,Medium,52,2025-10-26 00:55:00,70,93.25,7.52
433,2025-06-12 03:15:00,1,EQ-00023,Over Voltage,Low,46,2025-06-12 05:53:00,158,121.33,15.86
434,2025-01-28 10:45:00,4,EQ-00099,Grid Outage,High,23,2025-01-28 15:46:00,301,310.09,25.0
435,2025-11-08 22:45:00,20,EQ-00526,Low Irradiance,High,40,2025-11-09 02:25:00,220,327.69,29.51
436,2025-11-04 11:15:00,3,EQ-00073,Low Irradiance,Medium,11,2025-11-04 16:08:00,293,35.26,5.1
437,2025-06-07 05:45:00,7,EQ-00175,Grid Outage,Medium,49,2025-06-07 07:24:00,99,314.73,30.1
438,2025-09-24 21:15:00,18,EQ-00474,AC Fault,Medium,30,2025-09-24 22:19:00,64,310.51,33.03
439,2025-03-21 06:45:00,11,EQ-00283,Under Voltage,Medium,14,2025-03-21 11:22:00,277,367.2,44.73
440,2025-02-24 05:45:00,3,EQ-00056,Communication Loss,High,33,2025-02-24 13:00:00,435,342.63,53.9
441,2025-02-09 03:30:00,14,EQ-00374,Transformer Overheating,Medium,8,2025-02-09 05:57:00,147,380.35,54.42
442,2025-09-25 17:45:00,9,EQ-00242,Transformer Overheating,Low,16,2025-09-25 20:44:00,179,444.78,54.39
443,2025-04-25 14:30:00,1,EQ-00018,DC Fault,Medium,31,2025-04-25 20:23:00,353,475.67,49.99
444,2025-12-15 13:30:00,1,EQ-00022,Communication Loss,Medium,53,2025-12-15 15:48:00,138,35.57,6.4
445,2025-11-21 10:30:00,18,EQ-00472,Communication Loss,High,26,2025-11-21 18:09:00,459,27.63,3.0
446,2025-07-16 23:45:00,19,EQ-00508,Over Voltage,High,51,2025-07-17 05:07:00,322,26.75,2.91
447,2025-03-12 10:30:00,14,EQ-00366,AC Fault,Low,54,2025-03-12 17:10:00,400,107.22,15.31
448,2025-11-27 20:30:00,3,EQ-00080,Grid Outage,Low,51,2025-11-28 03:43:00,433,40.31,4.62
449,2025-07-10 03:00:00,17,EQ-00434,Inverter Failure,Low,32,2025-07-10 07:20:00,260,462.37,52.87
450,2025-11-21 15:15:00,8,EQ-00209,DC Fault,Medium,57,2025-11-21 19:13:00,238,21.95,3.75
451,2025-03-27 23:30:00,9,EQ-00243,Over Voltage,High,49,2025-03-28 00:46:00,76,444.39,49.77
452,2025-01-15 00:45:00,4,EQ-00100,Transformer Overheating,Medium,39,2025-01-15 08:07:00,442,36.33,3.53
453,2025-03-14 09:45:00,9,EQ-00242,Over Voltage,High,57,2025-03-14 10:32:00,47,93.09,14.51
454,2025-12-19 14:15:00,15,EQ-00394,Inverter Failure,Medium,19,2025-12-19 14:46:00,31,157.68,24.96
455,2025-03-05 08:30:00,15,EQ-00402,Over Voltage,Medium,24,2025-03-05 10:50:00,140,26.56,3.63
456,2025-06-18 23:30:00,4,EQ-00085,AC Fault,Low,7,2025-06-19 05:56:00,386,145.7,24.62
457,2025-12-10 11:45:00,12,EQ-00307,Transformer Overheating,Low,40,2025-12-10 14:41:00,176,251.91,42.69
458,2025-08-06 14:15:00,8,EQ-00211,Communication Loss,Critical,54,2025-08-06 20:37:00,382,97.51,11.21
459,2025-05-16 00:15:00,11,EQ-00281,Communication Loss,Low,51,2025-05-16 04:42:00,267,73.6,7.6
460,2025-02-07 08:00:00,18,EQ-00473,Inverter Failure,Critical,32,2025-02-07 09:41:00,101,269.47,26.28
461,2025-12-09 20:15:00,9,EQ-00237,Transformer Overheating,Low,6,2025-12-09 20:52:00,37,22.57,3.98
462,2025-04-22 09:00:00,14,EQ-00357,Communication Loss,Low,31,2025-04-22 12:28:00,208,466.36,54.92
463,2025-08-16 20:30:00,1,EQ-00011,Transformer Overheating,Low,30,2025-08-16 21:42:00,72,200.78,22.0
464,2025-04-20 18:00:00,15,EQ-00393,Inverter Failure,Low,23,2025-04-21 01:36:00,456,101.37,17.3
465,2025-09-26 06:15:00,7,EQ-00167,Breaker Trip,Medium,46,2025-09-26 10:37:00,262,258.51,30.78
466,2025-11-06 08:45:00,1,EQ-00018,Grid Outage,Medium,33,2025-11-06 14:05:00,320,61.67,7.22
